anomaly,z_flag,iso_flag,res_flag,TIT,TAT,TEY,CDP,CO,NOx,TEY_pred,residual
1,0,1,0,1092.2,550.39,134.75,12.289,3.463,64.237,135.40651884407959,-0.656518844079585
1,0,1,0,1090.7,549.89,133.76,12.18,3.7797,64.588,133.89193771394548,-0.13193771394549003
1,0,1,0,1090.7,549.81,133.74,12.125,3.9095,65.087,133.1451606484825,0.5948393515175212
1,0,1,0,1060.7,550.04,111.67,10.669,6.197,55.303,112.41590819215219,-0.7459081921521857
1,0,1,0,1078.1,550.0,124.33,11.526,5.2711,61.201,124.57141461245202,-0.24141461245201867
1,0,1,0,1092.8,549.89,134.03,12.214,4.2766,66.448,134.0370005674024,-0.007000567402400293
1,0,1,0,1094.8,549.8,134.76,12.319,3.4127,68.155,135.1216247072427,-0.36162470724269724
1,0,1,0,1095.2,549.76,134.8,12.367,3.6897,71.445,135.53700570417584,-0.7370057041758287
1,0,1,0,1095.5,549.73,134.78,12.419,3.3027,71.909,136.09594421186824,-1.315944211868242
1,0,1,0,1095.9,549.7,134.79,12.471,3.278,72.013,136.71614993601546,-1.926149936015463
1,0,1,0,1096.2,549.68,134.79,12.524,3.5927,74.062,137.37517618680627,-2.5851761868062795
1,0,1,0,1097.3,549.6,135.28,12.446,3.3475,73.687,136.23349370993304,-0.953493709933042
1,0,1,0,1095.0,550.29,133.86,12.315,3.4462,72.166,134.40549203576882,-0.5454920357688025
1,0,1,0,1094.4,549.87,133.61,12.291,3.863,72.154,134.15464933699752,-0.5446493369975087
1,0,1,0,1094.3,550.1,133.72,12.316,3.6373,71.345,134.65721713653454,-0.9372171365345423
1,0,1,0,1095.2,549.7,134.79,12.184,3.4414,70.39,132.95484360121225,1.8351563987877455
1,0,1,0,1087.6,549.98,130.0,11.955,3.9288,66.025,129.95373592278736,0.046264077212640586
1,0,1,0,1060.4,549.92,110.75,10.659,6.0159,52.78,111.6155930282233,-0.8655930282233015
1,0,1,0,1076.1,550.01,122.46,11.418,5.324,60.439,122.53402468137432,-0.0740246813743255
1,0,1,0,1093.5,550.19,134.78,12.229,4.1594,66.588,134.1917716788943,0.5882283211057029
1,0,1,0,1093.2,550.23,134.77,12.236,3.7844,65.569,134.3840892446932,0.38591075530680996
1,0,1,0,1092.0,549.82,134.03,12.133,3.5753,64.181,132.99270633670818,1.0372936632918197
1,0,1,0,1090.0,549.99,132.49,12.094,3.9679,61.997,132.50173519044466,-0.011735190444653654
1,0,1,0,1093.9,549.78,135.56,12.207,3.7337,65.006,134.14686737969248,1.4131326203075218
1,0,1,0,1092.9,549.69,135.1,12.191,4.1646,66.635,134.0069395992329,1.0930604007670865
1,0,1,0,1072.4,549.81,120.27,11.154,5.6454,59.048,119.346355293079,0.9236447069209959
1,0,1,0,1059.0,550.09,110.97,10.582,6.5583,53.784,111.33808583093034,-0.3680858309303403
1,0,1,0,1060.3,550.11,111.76,10.584,6.5169,53.935,111.46290274964502,0.29709725035498025
1,0,1,0,1060.7,550.13,111.77,10.586,7.0288,55.711,111.42444186583785,0.34555813416214676
1,0,1,0,1071.8,549.99,119.18,11.213,5.7576,57.464,120.0121716922306,-0.8321716922305882
1,0,1,0,1094.0,549.97,134.54,12.258,3.861,66.278,134.58004003221663,-0.040040032216637655
1,0,1,0,1094.4,550.01,134.73,12.286,3.8495,66.463,134.7936999593222,-0.06369995932220718
1,0,1,0,1094.8,550.18,134.73,12.29,3.8834,68.658,134.81249411673244,-0.08249411673244822
1,0,1,0,1093.2,550.08,134.73,12.252,4.2982,68.749,134.61034464242573,0.11965535757425982
1,0,1,0,1091.9,549.78,135.31,12.082,4.2373,67.747,133.27304738445662,2.0369526155433846
1,0,1,0,1092.5,550.11,135.79,12.16,4.57,67.132,134.48193191832115,1.3080680816788401
1,0,1,0,1092.1,550.07,135.74,12.101,4.1351,66.012,133.67255233365373,2.0674476663462826
1,0,1,0,1078.3,550.07,125.31,11.41,4.9898,61.66,123.70989323577693,1.6001067642230709
1,0,1,0,1059.3,549.97,111.07,10.501,6.9204,56.356,110.50842743951901,0.5615725604809825
1,0,1,0,1068.9,550.07,117.79,11.097,6.0294,60.25,118.73518016491465,-0.9451801649146461
1,0,1,0,1091.6,550.08,133.77,12.158,4.3426,69.051,133.64323785358533,0.1267621464146771
1,0,1,0,1092.9,549.96,134.76,12.181,4.3404,70.08,133.88503072029192,0.8749692797080684
1,0,1,0,1091.9,550.17,134.76,12.152,4.3987,67.98,133.5132455024938,1.2467544975062026
1,0,1,0,1091.1,549.93,134.76,12.132,4.5301,68.135,133.4616597613911,1.298340238608887
1,0,1,0,1091.2,549.9,134.8,12.188,4.6576,69.962,134.4433135337258,0.35668646627419776
1,0,1,0,1091.4,550.13,135.06,12.279,4.9506,70.338,135.86767973702882,-0.8076797370288205
1,0,1,0,1091.2,550.25,135.21,12.26,4.756,70.398,135.7794986460331,-0.5694986460330824
1,0,1,0,1062.5,550.04,114.36,10.709,7.125,62.486,113.81386404399035,0.5461359560096497
1,0,1,0,1057.3,550.25,110.77,10.473,7.989,62.849,110.54351908166618,0.2264809183338201
1,0,1,0,1057.2,550.13,110.8,10.373,7.8737,64.33,109.26316781883932,1.5368321811606762
1,0,1,0,1057.0,550.18,110.78,10.347,7.7717,65.085,108.92702702418987,1.8529729758101325
1,0,1,0,1057.0,550.11,110.89,10.445,8.5192,66.26,110.45609950756727,0.433900492432727
1,0,1,0,1074.5,549.76,123.75,11.329,6.687,68.226,123.06075857892118,0.6892414210788189
1,0,1,0,1090.7,549.87,134.59,12.018,5.178,71.025,132.52378257560895,2.0662174243910556
1,0,1,0,1092.3,549.78,134.72,12.168,4.7673,73.322,134.09182601878564,0.6281739812143599
1,0,1,0,1093.6,549.98,134.75,12.237,4.5032,77.964,134.52058438511938,0.22941561488062234
1,0,1,0,1094.0,550.11,134.78,12.263,4.3556,76.355,134.58093855476164,0.19906144523835678
1,0,1,0,1093.9,550.35,134.76,12.266,4.4068,75.825,134.31534022656663,0.44465977343335794
1,0,1,0,1093.7,549.91,134.77,12.362,4.3414,75.56,135.44815057637052,-0.6781505763705127
1,0,1,0,1094.2,550.38,135.12,12.432,4.1194,72.338,136.34696855236473,-1.226968552364724
1,0,1,0,1093.6,550.16,134.77,12.419,4.4172,73.312,136.09862254163812,-1.3286225416381114
1,0,1,0,1094.8,549.93,135.13,12.423,4.5072,73.077,136.13301189163934,-1.0030118916393462
1,0,1,0,1095.5,549.92,135.63,12.467,4.2868,73.471,136.79976027756942,-1.1697602775694236
1,0,1,0,1094.7,549.64,134.82,12.35,4.6118,75.504,135.2060400457873,-0.386040045787297
1,0,1,0,1095.2,550.12,135.13,12.42,4.5185,76.395,136.27771746326107,-1.147717463261074
1,0,1,0,1094.3,550.43,134.76,12.439,4.4878,77.917,136.49642663359984,-1.736426633599848
1,0,1,0,1094.7,549.76,136.11,12.414,4.7652,74.448,136.4684049983527,-0.35840499835268247
1,0,1,0,1093.7,549.62,135.73,12.395,4.5991,71.709,136.5485986660516,-0.8185986660515994
1,0,1,0,1093.0,550.27,135.83,12.245,4.7158,70.585,134.74509302529816,1.0849069747018518
1,0,1,0,1090.8,550.36,134.2,12.146,5.1029,70.909,133.62080643464574,0.5791935653542453
1,0,1,0,1090.8,550.25,134.14,12.158,4.9678,72.008,133.81395615082863,0.32604384917135576
1,0,1,0,1091.2,550.34,134.79,12.161,4.6979,70.175,133.98831563095973,0.8016843690402595
1,0,1,0,1090.8,550.18,134.63,12.12,4.8371,70.421,133.53964912337307,1.0903508766269283
1,0,1,0,1088.4,550.41,133.33,12.052,5.0592,69.647,132.74882651410556,0.5811734858944533
1,0,1,0,1077.5,550.23,125.57,11.443,6.0089,67.636,124.30299900466227,1.2670009953377246
1,0,1,0,1057.0,549.97,110.77,10.558,8.7313,65.562,111.77590063854706,-1.005900638547061
1,0,1,0,1057.4,549.87,110.75,10.538,8.4453,64.859,111.44187016564622,-0.6918701656462218
1,0,1,0,1081.3,549.77,127.45,11.631,6.2579,69.179,126.68032678429677,0.7696732157032358
1,0,1,0,1092.4,550.16,134.28,12.109,5.2853,71.8,132.7960933356738,1.4839066643262129
1,0,1,0,1094.1,549.85,134.71,12.291,4.8049,71.76,134.75176583920938,-0.0417658392093756
1,0,1,0,1094.4,549.76,134.37,12.324,5.0231,73.571,134.77989255567388,-0.4098925556738777
1,0,1,0,1093.0,549.97,133.78,12.252,4.7583,72.315,133.48439531654563,0.2956046834543713
1,0,1,0,1093.2,550.3,133.77,12.251,4.6221,72.802,133.4302015830443,0.3397984169557162
1,0,1,0,1093.9,550.18,133.75,12.304,4.7645,71.324,134.11234223424435,-0.36234223424435186
1,0,1,0,1095.2,550.09,134.54,12.414,4.5673,73.746,135.63566524712795,-1.095665247127954
1,0,1,0,1094.0,549.56,133.75,12.333,4.5809,74.646,134.39297673552088,-0.6429767355208753
1,0,1,0,1094.5,550.13,133.75,12.25,4.6026,73.682,133.16772398035727,0.5822760196427339
1,0,1,0,1094.3,550.06,133.75,12.168,4.7187,74.203,132.12165029777725,1.6283497022227493
1,0,1,0,1087.4,549.81,129.13,11.819,4.8917,69.932,127.30854536539961,1.8214546346003857
1,0,1,0,1061.4,549.88,111.22,10.742,6.9416,58.001,112.1938090612298,-0.9738090612298009
1,0,1,0,1093.4,550.15,134.81,12.304,5.1945,70.698,134.704299033365,0.1057009666349984
1,0,1,0,1092.5,550.09,134.69,12.164,4.889,69.235,133.15950179527454,1.5304982047254612
1,0,1,0,1091.1,549.78,134.13,12.201,5.5791,71.426,134.03431610446188,0.09568389553811585
1,0,1,0,1090.3,550.11,133.84,12.109,5.7544,71.184,133.0120897438838,0.8279102561162119
1,0,1,0,1057.9,550.02,111.0,10.591,8.3613,62.458,111.6410288472776,-0.641028847277596
1,0,1,0,1060.2,549.93,112.54,10.757,8.4674,63.259,114.24615074387212,-1.706150743872115
1,0,1,0,1059.8,549.88,112.43,10.59,8.0271,62.657,112.0018667308144,0.4281332691856079
1,0,1,0,1058.9,549.95,111.75,10.521,8.854,62.627,111.14802248249106,0.6019775175089421
1,0,1,0,1058.7,549.97,111.75,10.477,8.8973,64.297,110.58289439497352,1.167105605026478
1,0,1,0,1058.1,550.0,111.19,10.432,9.1486,63.561,109.96159610639717,1.228403893602831
1,0,1,0,1062.8,550.03,114.89,10.809,8.4556,64.703,115.31355418937572,-0.42355418937572153
1,0,1,0,1090.8,550.1,134.77,12.042,5.6074,71.542,132.64785498632511,2.1221450136748956
1,0,1,0,1094.5,550.22,135.78,12.288,5.3192,71.154,135.45317027154553,0.3268297284544701
1,0,1,0,1095.2,549.97,135.48,12.315,5.2968,72.225,135.03917336150204,0.44082663849795267
1,0,1,0,1093.6,550.14,133.8,12.239,5.2997,71.643,133.55957038582946,0.24042961417055153
1,0,1,0,1093.8,549.79,133.8,12.264,5.1982,70.451,133.59550151654935,0.20449848345066357
1,0,1,0,1094.2,550.02,133.8,12.281,5.244,71.222,133.7081076367583,0.0918923632416977
1,0,1,0,1094.4,550.33,133.81,12.299,3.9122,68.127,133.83076615007437,-0.02076615007436544
1,0,1,0,1094.6,550.07,133.8,12.312,0.12155,64.629,133.99706683200054,-0.1970668320005302
1,0,1,0,1094.0,550.23,133.81,12.31,0.96383,62.785,134.10631926216558,-0.29631926216558213
1,0,1,0,1094.4,550.17,134.18,12.307,1.0943,61.269,134.15617182241118,0.023828177588825383
1,0,1,0,1094.9,550.03,134.74,12.305,1.0884,59.746,134.2836941496945,0.45630585030551174
1,0,1,0,1094.3,549.97,134.75,12.29,0.48279,62.532,134.306766630367,0.443233369632992
1,0,1,0,1094.0,550.26,134.75,12.296,0.43685,66.963,134.8180956233299,-0.06809562332989572
1,0,1,0,1093.0,549.83,134.62,12.217,0.60497,66.654,133.99224858857212,0.6277514114278802
1,0,1,0,1092.7,550.0,135.06,12.264,0.72295,66.891,135.0215872903492,0.03841270965079957
1,0,1,0,1090.4,550.05,133.7,12.104,0.93106,65.754,133.07806573759393,0.6219342624060573
1,0,1,0,1091.8,550.36,135.06,12.246,0.86439,67.627,135.250464257177,-0.19046425717698412
1,0,1,0,1092.6,550.23,135.64,12.219,0.65262,66.841,134.93924790041748,0.7007520995825018
1,0,1,0,1083.5,549.8,129.46,11.705,1.113,63.744,127.7323089392927,1.7276910607073148
1,0,1,0,1058.4,550.02,110.88,10.523,3.5461,55.828,110.99666067592275,-0.11666067592275908
1,0,1,0,1057.8,549.98,110.73,10.424,4.0456,55.823,109.67988236512404,1.05011763487596
1,0,1,0,1058.1,550.11,110.72,10.561,4.0811,55.995,111.60326119251,-0.8832611925100053
1,0,1,0,1092.5,549.67,135.03,12.111,0.82604,66.508,133.32237864282646,1.7076213571735366
1,0,1,0,1093.7,550.22,134.41,12.238,0.18511,65.92,134.40294626746825,0.007053732531744572
1,0,1,0,1095.9,549.88,134.77,12.364,0.070071,67.625,135.11513007729536,-0.3451300772953516
1,0,1,0,1095.6,549.96,134.77,12.359,1.3203,68.074,134.7801676176161,-0.01016761761607654
1,0,1,0,1096.2,549.89,134.78,12.432,0.8664,67.263,135.71231875798026,-0.932318757980255
1,0,1,0,1096.9,549.66,135.09,12.452,0.70297,68.399,135.92019302883506,-0.8301930288350547
1,0,1,0,1095.2,550.18,133.79,12.322,0.15401,64.916,133.9380743770803,-0.14807437708032012
1,0,1,0,1094.3,550.26,133.79,12.292,0.27487,63.475,133.636412995042,0.15358700495798416
1,0,1,0,1094.0,550.23,133.8,12.262,0.42023,63.066,133.6401156013838,0.15988439861621373
1,0,1,0,1093.4,549.82,133.8,12.232,0.32613,64.787,133.5384938018372,0.26150619816280596
1,0,1,0,1093.0,550.0,133.79,12.202,0.4092,61.609,133.40253428658752,0.3874657134124675
1,0,1,0,1092.4,549.93,134.03,12.191,0.41617,59.544,133.4900729485341,0.5399270514658951
1,0,1,0,1092.1,550.06,133.85,12.168,0.5466,58.872,133.24148595288506,0.6085140471149373
1,0,1,0,1092.9,550.21,134.55,12.251,0.66146,60.453,134.45429084597893,0.09570915402107971
1,0,1,0,1092.3,550.12,134.38,12.222,1.0224,61.426,134.15218362062956,0.22781637937043797
1,0,1,0,1092.8,550.18,135.2,12.251,0.7661,61.325,134.79279484519247,0.40720515480751374
1,0,1,0,1091.3,550.14,134.79,12.128,1.0203,61.724,133.3939102274444,1.396089772555598
1,0,1,0,1074.3,549.7,122.3,11.279,2.7052,57.138,121.3858567070716,0.9141432929284008
1,0,1,0,1058.2,550.07,110.78,10.486,4.5463,53.482,110.2485629709785,0.5314370290215038
1,0,1,0,1058.0,550.31,110.95,10.475,4.7353,53.775,110.22760305460949,0.7223969453905141
1,0,1,0,1059.0,550.29,111.36,10.527,4.5351,52.911,110.91570544747519,0.4442945525248092
1,0,1,0,1083.1,550.38,128.01,11.694,2.0254,58.35,127.17069476413069,0.8393052358693041
1,0,1,0,1093.4,550.27,134.17,12.176,0.48454,62.779,133.27331316695418,0.8966868330458055
1,0,1,0,1095.1,550.2,134.74,12.307,0.45153,63.726,134.668152974356,0.07184702564401846
1,0,1,0,1095.8,550.06,134.75,12.346,0.43652,62.845,134.80346559081806,-0.0534655908180639
1,0,1,0,1096.0,550.05,134.78,12.352,0.22495,59.094,134.55365560875052,0.22634439124948358
1,0,1,0,1095.9,549.99,134.78,12.354,0.12133,57.816,134.44487580457934,0.3351241954206614
1,0,1,0,1096.0,549.68,134.79,12.44,0.20952,59.407,135.63706889695803,-0.8470688969580351
1,0,1,0,1096.6,549.96,135.13,12.461,0.41166,63.776,135.96792332558715,-0.8379233255871554
1,0,1,0,1096.4,550.03,134.77,12.393,0.23601,66.809,135.167325746156,-0.39732574615598537
1,0,1,0,1087.4,549.88,128.37,11.929,0.72523,61.726,128.621448802725,-0.25144880272500814
1,0,1,0,1061.3,549.8,110.3,10.799,3.3708,49.542,112.70075374599399,-2.4007537459939954
1,0,1,0,1060.5,550.04,110.38,10.798,3.6774,49.335,112.92538478777576,-2.5453847877757596
1,0,1,0,1078.0,549.99,123.4,11.574,2.0329,55.32,124.2607839884734,-0.8607839884734005
1,0,1,0,1092.3,550.17,133.87,12.286,0.72282,59.832,134.60253325050377,-0.7325332505037636
1,0,1,0,1093.1,550.08,134.75,12.362,0.52681,60.057,135.8221667794935,-1.0721667794935001
1,0,1,0,1093.3,550.33,134.85,12.209,0.6956,60.541,133.7297877140388,1.1202122859612018
1,0,1,0,1094.0,549.85,135.39,12.305,0.3722,59.108,135.16275410318335,0.22724589681664042
1,0,1,0,1092.7,549.98,134.73,12.199,0.34018,58.212,133.74246721718004,0.9875327828199545
1,0,1,0,1092.2,549.94,134.73,12.175,0.59052,59.004,133.54364669974836,1.1863533002516249
1,0,1,0,1092.1,550.1,134.73,12.202,0.84264,58.712,134.03292863440555,0.6970713655944394
1,0,1,0,1079.6,550.03,125.52,11.575,2.0214,55.74,125.23070624136639,0.2892937586336046
1,0,1,0,1059.7,550.1,111.64,10.62,4.2493,50.384,111.7688086945962,-0.12880869459620214
1,0,1,0,1059.4,549.95,111.75,10.578,4.7208,54.893,111.3952519860755,0.3547480139245067
1,0,1,0,1059.5,550.06,111.75,10.536,4.4321,54.421,110.85747041042382,0.8925295895761849
1,0,1,0,1077.6,549.99,124.15,11.465,2.4117,58.824,123.71985974507983,0.4301402549201754
1,0,1,0,1093.9,549.52,134.54,12.342,0.98048,64.588,135.58950777736584,-1.0495077773658466
1,0,1,0,1099.8,536.71,149.14,13.415,0.47927,57.275,150.4937387792882,-1.3537387792882214
1,0,1,0,1093.5,549.69,134.73,12.214,0.54941,63.856,133.23791660850253,1.4920833914974594
1,0,1,0,1061.7,549.98,110.95,10.696,3.9533,51.37,111.2882383430212,-0.33823834302120304
1,0,1,0,1062.1,550.09,111.15,10.707,3.7352,51.647,111.36241814559956,-0.21241814559955685
1,0,1,0,1062.1,550.05,110.91,10.782,2.2261,49.781,112.3726006269055,-1.4626006269054983
1,0,1,0,1062.3,549.85,110.9,10.735,1.8782,49.277,111.67956565842982,-0.7795656584298172
1,0,1,0,1061.8,549.89,110.8,10.715,2.4375,48.407,111.51059612440238,-0.710596124402386
1,0,1,0,1061.0,549.93,110.81,10.639,3.2592,49.694,110.63372747905659,0.17627252094341372
1,0,1,0,1061.4,549.97,111.32,10.656,3.3403,51.663,111.01950464142126,0.3004953585787291
1,0,1,0,1075.8,549.64,121.86,11.424,2.3043,56.092,122.17367000344319,-0.3136700034431925
1,0,1,0,1098.7,548.95,140.75,12.577,0.082925,62.228,139.47063989734923,1.2793601026507702
1,0,1,0,1071.2,545.94,122.77,11.372,2.2872,52.691,122.40360920136929,0.3663907986307038
1,0,1,0,1057.9,549.94,110.72,10.586,4.0293,52.265,111.3332574043382,-0.6132574043381993
1,0,1,0,1057.8,549.87,110.6,10.651,4.7224,53.285,112.37926244372186,-1.779262443721862
1,0,1,0,1056.8,550.1,109.97,10.525,5.0283,54.283,110.64594337027533,-0.6759433702753341
1,0,1,0,1058.8,550.09,111.36,10.537,4.9372,55.087,110.87512978755235,0.48487021244764605
1,0,1,0,1058.3,549.89,110.73,10.588,4.3818,52.586,111.5750964828504,-0.8450964828503942
1,0,1,0,1058.6,550.02,110.73,10.649,3.4384,49.491,112.2630800993557,-1.5330800993557006
1,0,1,0,1059.6,550.05,110.73,10.711,2.9942,48.484,112.77976355315528,-2.049763553155273
1,0,1,0,1060.6,549.93,110.78,10.772,2.9354,49.55,113.06443833581649,-2.284438335816489
1,0,1,0,1061.2,549.94,110.78,10.833,2.524,49.387,113.5057632813571,-2.7257632813571036
1,0,1,0,1061.8,549.98,110.9,10.747,1.7426,49.963,112.0663547410592,-1.1663547410591946
1,0,1,0,1061.7,550.1,110.78,10.719,3.4761,52.384,111.546774048619,-0.7667740486189984
1,0,1,0,1062.2,550.09,110.78,10.729,4.1053,54.266,111.57661923882036,-0.7966192388203552
1,0,1,0,1062.2,549.85,110.76,10.757,4.2641,55.011,111.87608228601418,-1.1160822860141764
1,0,1,0,1062.0,549.97,110.79,10.742,2.2641,49.794,111.65408408824625,-0.8640840882462442
1,0,1,0,1062.2,549.86,110.84,10.801,1.3423,46.593,112.51785079684414,-1.6778507968441403
1,0,1,0,1061.5,549.97,110.8,10.745,1.4552,48.541,111.79159945006809,-0.9915994500680938
1,0,1,0,1061.5,550.01,110.79,10.699,2.6438,51.556,111.26757829635778,-0.4775782963577768
1,0,1,0,1062.1,550.04,111.41,10.772,3.0875,54.949,112.5003312601505,-1.0903312601505064
1,0,1,0,1095.1,545.68,138.56,12.621,0.79544,64.111,139.10642436568418,-0.5464243656841745
1,0,1,0,1062.5,549.84,112.6,10.733,3.2174,52.255,112.35037232832782,0.24962767167217237
1,0,1,0,1058.8,550.05,110.67,10.632,2.9439,49.48,111.2480043642825,-0.5780043642824921
1,0,1,0,1058.8,549.81,110.77,10.696,2.9526,50.516,112.42999613153233,-1.6599961315323384
1,0,1,0,1058.9,549.86,110.9,10.624,4.2227,53.394,111.61347243042424,-0.7134724304242326
1,0,1,0,1057.7,549.88,110.15,10.528,5.0983,55.861,110.33971810319852,-0.18971810319851556
1,0,1,0,1058.8,549.78,110.82,10.596,4.8854,55.446,111.39964420139744,-0.5796442013974428
1,0,1,0,1058.1,549.94,110.73,10.563,4.8874,55.801,111.01541317104355,-0.2854131710435439
1,0,1,0,1057.9,549.99,110.73,10.536,4.6994,56.159,110.73652940790234,-0.006529407902334583
1,0,1,0,1058.0,549.88,110.73,10.479,4.6682,56.118,110.03116541294048,0.6988345870595225
1,0,1,0,1057.5,549.79,110.36,10.459,4.5876,54.71,109.75843081102174,0.6015691889782602
1,0,1,0,1058.5,549.77,110.85,10.505,4.6176,53.257,110.28409545368966,0.5659045463103354
1,0,1,0,1059.3,549.99,110.73,10.627,4.3407,50.517,111.58099819912114,-0.8509981991211362
1,0,1,0,1060.9,550.1,110.72,10.716,3.7981,50.525,112.22659838925819,-1.506598389258187
1,0,1,0,1061.4,549.92,110.74,10.804,3.8862,53.527,113.04480743983741,-2.3048074398374183
1,0,1,0,1069.3,550.15,115.97,11.179,2.3737,55.951,118.11281888052177,-2.142818880521773
1,0,1,0,1099.4,548.48,140.49,12.722,0.72744,67.605,139.94651162426777,0.5434883757322382
1,0,1,0,1097.5,543.17,138.02,12.759,0.53534,61.491,140.36192917766834,-2.3419291776683338
1,0,1,0,1080.3,550.26,116.85,11.388,2.5383,52.467,120.77713723055787,-3.927137230557875
1,0,1,0,1062.4,550.07,110.77,10.741,2.298,52.253,111.5438024328023,-0.7738024328022988
1,0,1,0,1061.9,549.77,110.75,10.745,2.3481,52.579,111.68992184260095,-0.9399218426009526
1,0,1,0,1062.0,550.1,110.76,10.729,2.8488,53.168,111.62206746432959,-0.8620674643295843
1,0,1,0,1061.3,550.25,110.76,10.701,3.0253,52.425,111.46196040203334,-0.7019604020333361
1,0,1,0,1060.8,550.1,110.76,10.66,3.1672,51.122,111.15855425273213,-0.39855425273212575
1,0,1,0,1060.1,550.09,110.76,10.655,3.5685,51.372,111.2866085053548,-0.5266085053548011
1,0,1,0,1059.8,549.98,111.09,10.672,3.5937,52.448,111.88740635679306,-0.7974063567930614
1,0,1,0,1058.5,549.87,110.49,10.52,3.8956,52.755,109.98164142077958,0.5083585792204133
1,0,1,0,1059.1,549.94,111.18,10.7,4.1494,53.837,112.81558617045616,-1.6355861704561505
1,0,1,0,1058.4,549.89,110.81,10.552,4.0608,54.041,110.86946429034965,-0.05946429034965206
1,0,1,0,1057.9,550.25,110.51,10.593,4.1884,53.845,111.51850335902806,-1.0085033590280545
1,0,1,0,1059.1,550.0,111.35,10.648,4.8153,56.388,112.40981570390072,-1.0598157039007248
1,0,1,0,1057.8,550.25,110.59,10.571,5.6483,57.745,111.41219400859879,-0.8221940085987853
1,0,1,0,1057.6,550.06,110.64,10.606,5.5046,57.71,112.00286653166467,-1.3628665316646646
1,0,1,0,1057.9,550.17,110.75,10.551,4.7233,55.393,111.20810618355908,-0.4581061835590816
1,0,1,0,1058.4,550.02,110.75,10.566,4.0552,52.522,111.28320234670522,-0.5332023467052238
1,0,1,0,1059.5,549.93,110.75,10.623,3.4656,50.273,111.66900000939297,-0.919000009392974
1,0,1,0,1060.4,549.98,110.75,10.699,3.707,49.366,112.15219695628566,-1.402196956285664
1,0,1,0,1068.1,549.9,115.89,11.12,4.0916,54.955,117.79199084758964,-1.9019908475896443
1,0,1,0,1094.1,549.95,133.89,12.302,1.4085,66.36,134.21495105858855,-0.3249510585885673
1,0,1,0,1094.1,549.86,133.71,12.253,1.3954,66.318,133.23922264912173,0.4707773508782793
1,0,1,0,1094.4,550.01,133.73,12.194,0.8804,65.131,132.22610118710804,1.503898812891947
1,0,1,0,1074.1,550.08,118.78,11.319,2.326,54.764,119.58910173864206,-0.809101738642056
1,0,1,0,1063.6,549.73,111.56,10.875,2.6521,48.962,113.14989589721397,-1.5898958972139638
1,0,1,0,1062.8,549.68,110.77,10.771,1.9371,48.618,111.52527977131486,-0.7552797713148607
1,0,1,0,1062.6,550.15,110.77,10.754,2.2427,47.368,111.46416589739704,-0.6941658973970419
1,0,1,0,1062.7,550.11,110.77,10.75,2.3502,48.515,111.69383857658778,-0.9238385765877837
1,0,1,0,1080.5,548.38,124.28,11.776,1.9166,53.579,126.46229024770345,-2.182290247703449
1,0,1,0,1094.3,549.46,134.05,12.303,0.64442,60.492,134.1239631469012,-0.07396314690117833
1,0,1,0,1093.7,550.07,133.72,12.238,0.76175,63.59,133.2957931485124,0.42420685148761095
1,0,1,0,1093.3,550.01,134.03,12.134,0.62717,62.296,132.1078210111182,1.9221789888817966
1,0,1,0,1063.8,550.2,113.22,10.88,2.7862,52.615,114.58842742434636,-1.3684274243463648
1,0,1,0,1060.1,550.08,111.02,10.615,3.223,52.504,111.02831210587588,-0.00831210587588771
1,0,1,0,1058.1,550.2,109.82,10.555,4.001,53.857,110.41557600476284,-0.5955760047628473
1,0,1,0,1059.2,549.9,110.86,10.657,3.4302,52.769,111.99655400185662,-1.1365540018566236
1,0,1,0,1059.0,549.96,110.7,10.663,3.5151,54.797,112.19274403627576,-1.4927440362757523
1,0,1,0,1059.3,549.92,111.47,10.57,4.0295,55.563,111.02985305228694,0.4401469477130604
1,0,1,0,1059.8,549.89,111.74,10.623,4.1634,55.959,111.93389448508483,-0.19389448508484008
1,0,1,0,1061.0,550.01,111.74,10.622,3.501,54.51,111.72973553740115,0.010264462598840396
1,0,1,0,1060.2,550.0,111.39,10.586,3.3893,52.694,111.03802820662777,0.35197179337222906
1,0,1,0,1085.2,542.44,134.75,12.345,1.3707,58.175,135.69934171765425,-0.9493417176542494
1,0,1,0,1099.9,540.87,146.26,13.163,0.075088,62.561,146.6714152606877,-0.4114152606877042
1,0,1,0,1100.0,543.57,144.72,12.916,0.44075,60.05,142.6883432627189,2.0316567372811107
1,0,1,0,1095.5,549.84,134.18,12.326,0.35445,64.709,133.8985375385514,0.2814624614485979
1,0,1,0,1096.3,550.37,133.79,12.448,0.40811,63.676,135.3484973322532,-1.5584973322532107
1,0,1,0,1096.6,549.93,134.01,12.462,0.45326,63.018,135.32940831306757,-1.3194083130675835
1,0,1,0,1096.3,549.57,133.81,12.517,0.22192,60.851,135.9971495454787,-2.1871495454786896
1,0,1,0,1100.0,546.02,137.83,12.765,0.38262,65.586,139.43134615540072,-1.6013461554007051
1,0,1,0,1100.0,538.91,146.26,13.337,0.47516,58.844,147.63363802116535,-1.3736380211653625
1,0,1,0,1099.9,544.33,140.37,12.917,0.42855,64.651,141.78132797154936,-1.4113279715493547
1,0,1,0,1093.8,550.45,132.42,12.182,1.0201,64.064,131.3668301839495,1.0531698160504845
1,0,1,0,1077.8,550.32,121.74,11.423,1.6357,52.526,120.67330699552363,1.0666930044763632
